open,high,low,close,volume
314.6,316.98,311.26,315.06,2716500
314.4,329.01,313.75,328.9,6211418
328.91,341.44,328.91,340.94,6942459
340.89,344.22,336.5,339.03,4866385
341.01,347.44,336.9,337.88,4593703
342.04,343.9,335.76,343.43,4773155
344.9,346.73,337.58,338.81,4347227
340.26,341.4925,330.3,330.99,4798681
332.69,333.1,325.04,328.903,4733693
329.59,333.74,327.21,331.6,3257662
329.51,330.9214,324.82,325.19,3338119
323.83,323.84,316.58,317.29,3409752
316.39,317.5,310.75,311.63,3715413
311.91,315.82,309.54,315.36,3508181
316.18,316.41,310,311.4,2971236
312.18,322.1099,311,320.29,3322648
321,325.25,315.55,317.01,3232166
312.87,318.55,305.68,314.62,7428996
316.62,317.24,312,316.55,3563882
316,337.0199,315.5,336.41,7721537
335.16,338.8,327.405,333.69,5589529
332.2,337,330,334.72,2989825
335.24,344.8099,333.26,337.93,5333809
338.63,340.41,333.67,336.22,3787311
337.54,345,334.8,340.04,4636745
340.47,349,339.75,347.1,5127104
345.67,352.3,343.74,344.51,4323708
345,350.5899,342.6,349.965,3720984
349.44,357.83,349.2,351.6,4720515
359.99,360.5,351,352.8,4165448
354.58,354.75,343.52,345.92,4076622
348.27,349.2,336.4,337.55,5265180
341.5,344,335.71,342.7001,3376888
339.85,350.85,338.28,349.339,3565674
345.14,348.27,342.17,345.82,3087924
347.51,356.19,345.19,354.46,4046230
351,359.66,348.63,349.25,3065835
348.44,351.95,340.51,343.75,2730271
337.97,344.47,333,333.15,3124163
325.21,336.22,323.5,333.97,3703402
338.83,346,335.66,344.77,4422730
343.31,348.62,314.6,315.45,7979932
319.93,320.9845,294.76,310.42,10347220
316.13,318.08,306.25,315.71,4772388
315.25,324.19,312.5105,323.5,3494490
320.84,326.17,318.52,322.2229,2944477
324.5,334.12,322.4,334.12,4555687
332.5,343.12,331.64,335.49,4446403
334.47,340.84,331.5,334.76,3094086
336,339.6929,333.17,333.38,2440745
336.26,347.44,334.7501,346.32,5347283
347.83,354.99,347.1,352.04,4492472
353.5,359,352.355,357.35,3420794
356.25,359.99,350.01,350.97,3646245
352.57,355.24,342.22,343.1,4904777
345.05,348.67,330.07,330.93,5382106
326.98,335.22,322.97,335.12,3920878
332.39,337.75,329.2929,333.3,2935723
333.75,336.37,327.03,328.22,3302920
325.44,332.5,321.74,332.32,3861616
332.86,333.3,326.274,328.92,2666859
324.11,328.49,322.37,327.22,4085896
328.61,347.21,326.5,345.41,6269377
344.92,345.12,336.2635,341.84,4635102
336.76,339.81,323.93,326.65,6121576
329.38,332.85,321.1,325.6,4890545
325.96,327.4,319.07,321.3,4791833
316.5,320.75,309.67,313.57,5808312
314.87,316.25,308.76,310.55,3510966
310.25,322.44,310.19,316.53,4703751
313.89,318.82,308.18,309.0766,3470601
311.25,311.61,300.45,301.55,4974345
